ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
Latin-5_at-1-1,Latin-5_at-1,a.d,952,false,expert,Kessler2001,,,
Navajo-5_at-1-1,Navajo-5_at-1,d.i,955,false,expert,Kessler2001,,,
Turkish-5_at-1-1,Turkish-5_at-1,d.e,953,false,expert,Kessler2001,,,
Albanian-6_back-1-1,Albanian-6_back-1,ʃ.p.i.n,369,false,expert,Kessler2001,,,
English-6_back-1-1,English-6_back-1,b.a.k,367,false,expert,Kessler2001,,,
French-6_back-1-1,French-6_back-1,d.o,366,false,expert,Kessler2001,,,
German-6_back-1-1,German-6_back-1,r.y.k.ə.n,365,false,expert,Kessler2001,,,
Hawaiian-6_back-1-1,Hawaiian-6_back-1,k.u.a,372,false,expert,Kessler2001,,,
Latin-6_back-1-1,Latin-6_back-1,t.e.r.g.o,371,false,expert,Kessler2001,,,
Navajo-6_back-1-1,Navajo-6_back-1,n.ay.ɣ.a.h,370,false,expert,Kessler2001,,,
Turkish-6_back-1-1,Turkish-6_back-1,a.r.k.a,368,false,expert,Kessler2001,,,
Albanian-7_bad-1-1,Albanian-7_bad-1,k.e.c,281,false,expert,Kessler2001,,,
English-7_bad-1-1,English-7_bad-1,b.a.d,279,false,expert,Kessler2001,,,
French-7_bad-1-1,French-7_bad-1,m.ɔ.v.ɛ.z,278,false,expert,Kessler2001,,,
German-7_bad-1-1,German-7_bad-1,ʃ.l.e.x.t,277,false,expert,Kessler2001,,,
Hawaiian-7_bad-1-1,Hawaiian-7_bad-1,ʔ.i.n.o,283,false,expert,Kessler2001,,,
Latin-7_bad-1-1,Latin-7_bad-1,m.a.l.o,278,false,expert,Kessler2001,,,
Navajo-7_bad-1-1,Navajo-7_bad-1,j.ay.ʔ.ay.ʃ.õ.õ,282,false,expert,Kessler2001,,,
Turkish-7_bad-1-1,Turkish-7_bad-1,k.ø.t.y,280,false,expert,Kessler2001,,,
Albanian-8_bark-1-1,Albanian-8_bark-1,ʃ.k.ə.l.b.o.z,413,false,expert,Kessler2001,,,
English-8_bark-1-1,English-8_bark-1,b.ɑ.r.k,411,false,expert,Kessler2001,,,
French-8_bark-1-1,French-8_bark-1,e.k.ɔ.r.s,410,false,expert,Kessler2001,,,
German-8_bark-1-1,German-8_bark-1,r.i.n.d.ə,409,false,expert,Kessler2001,,,
Hawaiian-8_bark-1-1,Hawaiian-8_bark-1,ʔ.i.l.i,415,false,expert,Kessler2001,,,
Latin-8_bark-1-1,Latin-8_bark-1,k.o.r.t.i.k,410,false,expert,Kessler2001,,,
Navajo-8_bark-1-1,Navajo-8_bark-1,k.ay.ʃ.tˀ.oː.ʒ,414,false,expert,Kessler2001,,,
Turkish-8_bark-1-1,Turkish-8_bark-1,k.a.b.u.k,412,false,expert,Kessler2001,,,
Albanian-9_because-1-1,Albanian-9_because-1,s.e.p.s.e,336,false,expert,Kessler2001,,,
English-9_because-1-1,English-9_because-1,b.ə.k.ɔ.z,337,false,expert,Kessler2001,,,
French-9_because-1-1,French-9_because-1,p.a.r.s,336,false,expert,Kessler2001,,,
German-9_because-1-1,German-9_because-1,v.ai.l,335,false,expert,Kessler2001,,,
Hawaiian-9_because-1-1,Hawaiian-9_because-1,aː.m.e.a,341,false,expert,Kessler2001,,,
Latin-9_because-1-1,Latin-9_because-1,kw.o.d,340,false,expert,Kessler2001,,,
Navajo-9_because-1-1,Navajo-9_because-1,h.aː.l.ay,339,false,expert,Kessler2001,,,
Turkish-9_because-1-1,Turkish-9_because-1,ʧ.y.n.k.y,338,false,expert,Kessler2001,,,
Albanian-10_belly-1-1,Albanian-10_belly-1,b.a.r.k,1012,false,expert,Kessler2001,,,
English-10_belly-1-1,English-10_belly-1,b.ɛ.l.i,1010,false,expert,Kessler2001,,,
French-10_belly-1-1,French-10_belly-1,v.ɑ̃.t.r,1009,false,expert,Kessler2001,,,
German-10_belly-1-1,German-10_belly-1,b.au.x,1008,false,expert,Kessler2001,,,
Hawaiian-10_belly-1-1,Hawaiian-10_belly-1,ʔ.oː.p.uː,1014,false,expert,Kessler2001,,,
Latin-10_belly-1-1,Latin-10_belly-1,w.e.n.t.r,1009,false,expert,Kessler2001,,,
Navajo-10_belly-1-1,Navajo-10_belly-1,b.i.d,1013,false,expert,Kessler2001,,,
Turkish-10_belly-1-1,Turkish-10_belly-1,k.a.r.n,1011,false,expert,Kessler2001,,,
Albanian-11_big-1-1,Albanian-11_big-1,m.a.ð,198,false,expert,Kessler2001,,,
English-11_big-1-1,English-11_big-1,b.ɪ.g,196,false,expert,Kessler2001,,,
French-11_big-1-1,French-11_big-1,g.r.ɑ̃.d,195,false,expert,Kessler2001,,,
German-11_big-1-1,German-11_big-1,g.r.oː.s,194,false,expert,Kessler2001,,,
Hawaiian-11_big-1-1,Hawaiian-11_big-1,n.u.i,200,false,expert,Kessler2001,,,
Latin-11_big-1-1,Latin-11_big-1,m.a.g.n.o,198,false,expert,Kessler2001,,,
Navajo-11_big-1-1,Navajo-11_big-1,ʔ.ay.n.i.ɬ.ʦ.o,199,false,expert,Kessler2001,,,
Turkish-11_big-1-1,Turkish-11_big-1,b.y.j.y.k,197,false,expert,Kessler2001,,,
Albanian-12_bird-1-1,Albanian-12_bird-1,z.o.g,482,false,expert,Kessler2001,,,
English-12_bird-1-1,English-12_bird-1,b.ə.r.d,480,false,expert,Kessler2001,,,
French-12_bird-1-1,French-12_bird-1,w.a.z.o,479,false,expert,Kessler2001,,,
German-12_bird-1-1,German-12_bird-1,f.oː.g.ə.l,478,false,expert,Kessler2001,,,
Hawaiian-12_bird-1-1,Hawaiian-12_bird-1,m.a.n.u,484,false,expert,Kessler2001,,,
Latin-12_bird-1-1,Latin-12_bird-1,a.w.i,479,false,expert,Kessler2001,,,
Navajo-12_bird-1-1,Navajo-12_bird-1,ʦ.i.d.iː,483,false,expert,Kessler2001,,,
Turkish-12_bird-1-1,Turkish-12_bird-1,k.u.ʃ,481,false,expert,Kessler2001,,,
Albanian-13_bite-1-1,Albanian-13_bite-1,k.a.f.ʃ.o,714,false,expert,Kessler2001,,,
English-13_bite-1-1,English-13_bite-1,b.ai.t,711,false,expert,Kessler2001,,,
French-13_bite-1-1,French-13_bite-1,m.ɔ.r,712,false,expert,Kessler2001,,,
German-13_bite-1-1,German-13_bite-1,b.ai.s,711,false,expert,Kessler2001,,,
Hawaiian-13_bite-1-1,Hawaiian-13_bite-1,n.a.h.u,716,false,expert,Kessler2001,,,
Latin-13_bite-1-1,Latin-13_bite-1,m.o.r.d.eː,712,false,expert,Kessler2001,,,
Navajo-13_bite-1-1,Navajo-13_bite-1,ʔ.a.h.ay.ɬ.h.aː.ʃ,715,false,expert,Kessler2001,,,
Turkish-13_bite-1-1,Turkish-13_bite-1,ɯ.s.ɯ.r,713,false,expert,Kessler2001,,,
Albanian-14_black-1-1,Albanian-14_black-1,z.e.z,133,false,expert,Kessler2001,,,
English-14_black-1-1,English-14_black-1,b.l.a.k,131,false,expert,Kessler2001,,,
French-14_black-1-1,French-14_black-1,n.w.a.r,130,false,expert,Kessler2001,,,
German-14_black-1-1,German-14_black-1,ʃ.v.a.r.ʦ,129,false,expert,Kessler2001,,,
Hawaiian-14_black-1-1,Hawaiian-14_black-1,ʔ.e.l.e.ʔ.e.l.e,136,false,expert,Kessler2001,,,
Latin-14_black-1-1,Latin-14_black-1,aː.t.r.o,135,false,expert,Kessler2001,,,
Navajo-14_black-1-1,Navajo-14_black-1,ɬ.i.ʒ.i.n,134,false,expert,Kessler2001,,,
Turkish-14_black-1-1,Turkish-14_black-1,k.a.r.a,132,false,expert,Kessler2001,,,
Albanian-15_blood-1-1,Albanian-15_blood-1,ɟ.a.k.r,1115,false,expert,Kessler2001,,,
English-15_blood-1-1,English-15_blood-1,b.l.ə.d,1112,false,expert,Kessler2001,,,
French-15_blood-1-1,French-15_blood-1,s.ɑ̃,1113,false,expert,Kessler2001,,,
German-15_blood-1-1,German-15_blood-1,b.l.uː.t,1112,false,expert,Kessler2001,,,
Hawaiian-15_blood-1-1,Hawaiian-15_blood-1,k.o.k.o,1117,false,expert,Kessler2001,,,
Latin-15_blood-1-1,Latin-15_blood-1,s.a.n.gw.i.n,1113,false,expert,Kessler2001,,,
Navajo-15_blood-1-1,Navajo-15_blood-1,d.i.ɬ,1116,false,expert,Kessler2001,,,
Turkish-15_blood-1-1,Turkish-15_blood-1,k.a.n,1114,false,expert,Kessler2001,,,
Albanian-16_blow-1-1,Albanian-16_blow-1,f.r.y,81,false,expert,Kessler2001,,,
English-16_blow-1-1,English-16_blow-1,b.l.o,78,false,expert,Kessler2001,,,
French-16_blow-1-1,French-16_blow-1,v.ɑ̃.t.e,79,false,expert,Kessler2001,,,
German-16_blow-1-1,German-16_blow-1,b.l.aː.z,78,false,expert,Kessler2001,,,
Hawaiian-16_blow-1-1,Hawaiian-16_blow-1,p.u.h.i,83,false,expert,Kessler2001,,,
Latin-16_blow-1-1,Latin-16_blow-1,f.l.aː,78,false,expert,Kessler2001,,,
Navajo-16_blow-1-1,Navajo-16_blow-1,n.i.ʧˀ.i,82,false,expert,Kessler2001,,,
Turkish-16_blow-1-1,Turkish-16_blow-1,e.s,80,false,expert,Kessler2001,,,
Albanian-17_bone-1-1,Albanian-17_bone-1,k.o.ʦ.k,608,false,expert,Kessler2001,,,
English-17_bone-1-1,English-17_bone-1,b.o.n,606,false,expert,Kessler2001,,,
French-17_bone-1-1,French-17_bone-1,ɔ.s,605,false,expert,Kessler2001,,,
German-17_bone-1-1,German-17_bone-1,k.n.o.x.ə.n,604,false,expert,Kessler2001,,,
Hawaiian-17_bone-1-1,Hawaiian-17_bone-1,i.w.i,610,false,expert,Kessler2001,,,
Latin-17_bone-1-1,Latin-17_bone-1,o.s.s,605,false,expert,Kessler2001,,,
Navajo-17_bone-1-1,Navajo-17_bone-1,ʦˀ.i.n,609,false,expert,Kessler2001,,,
Turkish-17_bone-1-1,Turkish-17_bone-1,k.e.m.i.k,607,false,expert,Kessler2001,,,
Albanian-18_breast-1-1,Albanian-18_breast-1,ɟ.i.r,208,false,expert,Kessler2001,,,
English-18_breast-1-1,English-18_breast-1,b.r.ɛ.s.t,205,false,expert,Kessler2001,,,
French-18_breast-1-1,French-18_breast-1,s.ɛ̃,206,false,expert,Kessler2001,,,
German-18_breast-1-1,German-18_breast-1,b.r.u.s.t,205,false,expert,Kessler2001,,,
Hawaiian-18_breast-1-1,Hawaiian-18_breast-1,uː,211,false,expert,Kessler2001,,,
Latin-18_breast-1-1,Latin-18_breast-1,m.a.mː.a,210,false,expert,Kessler2001,,,
Navajo-18_breast-1-1,Navajo-18_breast-1,b.e.ʔ,209,false,expert,Kessler2001,,,
Turkish-18_breast-1-1,Turkish-18_breast-1,m.e.m.e,207,false,expert,Kessler2001,,,
Albanian-19_breathe-1-1,Albanian-19_breathe-1,f.r.y.m,755,false,expert,Kessler2001,,,
English-19_breathe-1-1,English-19_breathe-1,b.r.i.ð,753,false,expert,Kessler2001,,,
French-19_breathe-1-1,French-19_breathe-1,r.ɛ.s.p.i.r.e,752,false,expert,Kessler2001,,,
German-19_breathe-1-1,German-19_breathe-1,aː.t.m,751,false,expert,Kessler2001,,,
Hawaiian-19_breathe-1-1,Hawaiian-19_breathe-1,h.a.n.u,757,false,expert,Kessler2001,,,
Latin-19_breathe-1-1,Latin-19_breathe-1,s.p.iː.r.aː,752,false,expert,Kessler2001,,,
Navajo-19_breathe-1-1,Navajo-19_breathe-1,ń.d.i.ʣ.i.h,756,false,expert,Kessler2001,,,
Turkish-19_breathe-1-1,Turkish-19_breathe-1,n.e.f.e.s,754,false,expert,Kessler2001,,,
Albanian-20_burn-1-1,Albanian-20_burn-1,d.i.ɟ,516,false,expert,Kessler2001,,,
English-20_burn-1-1,English-20_burn-1,b.ə.r.n,514,false,expert,Kessler2001,,,
French-20_burn-1-1,French-20_burn-1,b.r.y.l.e,514,false,expert,Kessler2001,,,
German-20_burn-1-1,German-20_burn-1,b.r.e.n,514,false,expert,Kessler2001,,,
Hawaiian-20_burn-1-1,Hawaiian-20_burn-1,ʔ.aː,519,false,expert,Kessler2001,,,
Latin-20_burn-1-1,Latin-20_burn-1,aː.r.d.eː,518,false,expert,Kessler2001,,,
Navajo-20_burn-1-1,Navajo-20_burn-1,d.i.l.tˡ.i.ʔ,517,false,expert,Kessler2001,,,
Turkish-20_burn-1-1,Turkish-20_burn-1,j.a.n,515,false,expert,Kessler2001,,,
Albanian-21_child-1-1,Albanian-21_child-1,f.ə.m.i.ʎ,804,false,expert,Kessler2001,,,
English-21_child-1-1,English-21_child-1,ʧ.ai.l.d,802,false,expert,Kessler2001,,,
French-21_child-1-1,French-21_child-1,ɑ̃.f.ɑ̃.t,801,false,expert,Kessler2001,,,
German-21_child-1-1,German-21_child-1,k.i.n.d,800,false,expert,Kessler2001,,,
Hawaiian-21_child-1-1,Hawaiian-21_child-1,k.e.i.k.i,807,false,expert,Kessler2001,,,
Latin-21_child-1-1,Latin-21_child-1,p.u.e.r,806,false,expert,Kessler2001,,,
Navajo-21_child-1-1,Navajo-21_child-1,ʔ.ʃ.k.iː,805,false,expert,Kessler2001,,,
Turkish-21_child-1-1,Turkish-21_child-1,ʧ.o.ʤ.u.k,803,false,expert,Kessler2001,,,
Albanian-22_claw-1-1,Albanian-22_claw-1,θ.o.n,304,false,expert,Kessler2001,,,
English-22_claw-1-1,English-22_claw-1,k.l.ɔ,301,false,expert,Kessler2001,,,
French-22_claw-1-1,French-22_claw-1,g.r.i.f,302,false,expert,Kessler2001,,,
German-22_claw-1-1,German-22_claw-1,k.l.au.ə,301,false,expert,Kessler2001,,,
Hawaiian-22_claw-1-1,Hawaiian-22_claw-1,m.i.k.i.ʔ.a.o,307,false,expert,Kessler2001,,,
Latin-22_claw-1-1,Latin-22_claw-1,u.n.gw.i,306,false,expert,Kessler2001,,,
Navajo-22_claw-1-1,Navajo-22_claw-1,k.e.ʃ.g.aː,305,false,expert,Kessler2001,,,
Turkish-22_claw-1-1,Turkish-22_claw-1,t.ɯ.r.n.a.k,303,false,expert,Kessler2001,,,
Albanian-23_cloud-1-1,Albanian-23_cloud-1,r.e,698,false,expert,Kessler2001,,,
English-23_cloud-1-1,English-23_cloud-1,k.l.au.d,696,false,expert,Kessler2001,,,
French-23_cloud-1-1,French-23_cloud-1,n.ɥ.a.ʒ,695,false,expert,Kessler2001,,,
German-23_cloud-1-1,German-23_cloud-1,v.o.l.k.ə,694,false,expert,Kessler2001,,,
Hawaiian-23_cloud-1-1,Hawaiian-23_cloud-1,a.o,700,false,expert,Kessler2001,,,
Latin-23_cloud-1-1,Latin-23_cloud-1,n.uː.b.eː,695,false,expert,Kessler2001,,,
Navajo-23_cloud-1-1,Navajo-23_cloud-1,kˀ.o.s,699,false,expert,Kessler2001,,,
Turkish-23_cloud-1-1,Turkish-23_cloud-1,b.u.l.u.t,697,false,expert,Kessler2001,,,
Albanian-24_cold-1-1,Albanian-24_cold-1,f.t.o.h.ə.t,75,false,expert,Kessler2001,,,
English-24_cold-1-1,English-24_cold-1,k.o.l.d,72,false,expert,Kessler2001,,,
French-24_cold-1-1,French-24_cold-1,f.r.w.a.d,73,false,expert,Kessler2001,,,
German-24_cold-1-1,German-24_cold-1,k.a.l.t,72,false,expert,Kessler2001,,,
Hawaiian-24_cold-1-1,Hawaiian-24_cold-1,a.n.u,77,false,expert,Kessler2001,,,
Latin-24_cold-1-1,Latin-24_cold-1,f.r.iː.g.i.d.o,73,false,expert,Kessler2001,,,
Navajo-24_cold-1-1,Navajo-24_cold-1,s.i.kˀ.a.z,76,false,expert,Kessler2001,,,
Turkish-24_cold-1-1,Turkish-24_cold-1,s.o.ɣ.u.k,74,false,expert,Kessler2001,,,
Albanian-25_come-1-1,Albanian-25_come-1,v.j.e.n,560,false,expert,Kessler2001,,,
English-25_come-1-1,English-25_come-1,k.ə.m,560,false,expert,Kessler2001,,,
French-25_come-1-1,French-25_come-1,v.j.ɛ̃,560,false,expert,Kessler2001,,,
German-25_come-1-1,German-25_come-1,k.o.m,560,false,expert,Kessler2001,,,
Hawaiian-25_come-1-1,Hawaiian-25_come-1,h.e.l.e,563,false,expert,Kessler2001,,,
Latin-25_come-1-1,Latin-25_come-1,w.e.n.iː,560,false,expert,Kessler2001,,,
Navajo-25_come-1-1,Navajo-25_come-1,j.i.ɣ.aː.h,562,false,expert,Kessler2001,,,
Turkish-25_come-1-1,Turkish-25_come-1,g.e.l,561,false,expert,Kessler2001,,,
Albanian-26_count-1-1,Albanian-26_count-1,n.u.m.ə.r.u.a.r,164,false,expert,Kessler2001,,,
English-26_count-1-1,English-26_count-1,k.au.n.t,162,false,expert,Kessler2001,,,
French-26_count-1-1,French-26_count-1,k.ɔ̃.t.e,162,false,expert,Kessler2001,,,
German-26_count-1-1,German-26_count-1,ʦ.eː.l,161,false,expert,Kessler2001,,,
Hawaiian-26_count-1-1,Hawaiian-26_count-1,h.e.l.u,166,false,expert,Kessler2001,,,
Latin-26_count-1-1,Latin-26_count-1,n.u.m.e.r.aː,164,false,expert,Kessler2001,,,
Navajo-26_count-1-1,Navajo-26_count-1,iː.n.i.ɬ.t.a.ʔ,165,false,expert,Kessler2001,,,
Turkish-26_count-1-1,Turkish-26_count-1,s.a.j,163,false,expert,Kessler2001,,,
Albanian-27_cut-1-1,Albanian-27_cut-1,p.r.e.s,88,false,expert,Kessler2001,,,
English-27_cut-1-1,English-27_cut-1,k.ə.t,86,false,expert,Kessler2001,,,
French-27_cut-1-1,French-27_cut-1,k.u.p.e,85,false,expert,Kessler2001,,,
German-27_cut-1-1,German-27_cut-1,ʃ.n.ai.d,84,false,expert,Kessler2001,,,
Hawaiian-27_cut-1-1,Hawaiian-27_cut-1,ʔ.o.k.i,91,false,expert,Kessler2001,,,
Latin-27_cut-1-1,Latin-27_cut-1,s.e.k.aː,90,false,expert,Kessler2001,,,
Navajo-27_cut-1-1,Navajo-27_cut-1,ʔ.a.h.ay.g.eː.ʃ,89,false,expert,Kessler2001,,,
Turkish-27_cut-1-1,Turkish-27_cut-1,k.e.s,87,false,expert,Kessler2001,,,
Albanian-28_day-1-1,Albanian-28_day-1,d.i.t,241,false,expert,Kessler2001,,,
English-28_day-1-1,English-28_day-1,d.e,238,false,expert,Kessler2001,,,
French-28_day-1-1,French-28_day-1,ʒ.u.r,239,false,expert,Kessler2001,,,
German-28_day-1-1,German-28_day-1,t.aː.g,238,false,expert,Kessler2001,,,
Hawaiian-28_day-1-1,Hawaiian-28_day-1,l.aː,243,false,expert,Kessler2001,,,
Latin-28_day-1-1,Latin-28_day-1,d.i.eː,239,false,expert,Kessler2001,,,
Navajo-28_day-1-1,Navajo-28_day-1,ʤ.ĩ́,242,false,expert,Kessler2001,,,
Turkish-28_day-1-1,Turkish-28_day-1,g.y.n,240,false,expert,Kessler2001,,,
Albanian-29_die-1-1,Albanian-29_die-1,v.d.e.s,260,false,expert,Kessler2001,,,
English-29_die-1-1,English-29_die-1,d.ai,258,false,expert,Kessler2001,,,
French-29_die-1-1,French-29_die-1,m.œ.r,257,false,expert,Kessler2001,,,
German-29_die-1-1,German-29_die-1,ʃ.t.e.r.b,256,false,expert,Kessler2001,,,
Hawaiian-29_die-1-1,Hawaiian-29_die-1,m.a.k.e,262,false,expert,Kessler2001,,,
Latin-29_die-1-1,Latin-29_die-1,m.o.r.iː,257,false,expert,Kessler2001,,,
Navajo-29_die-1-1,Navajo-29_die-1,d.aː.z.ʦ.ã́,261,false,expert,Kessler2001,,,
Turkish-29_die-1-1,Turkish-29_die-1,ø.l,259,false,expert,Kessler2001,,,
Albanian-30_dig-1-1,Albanian-30_dig-1,g.ə.r.m.o,543,false,expert,Kessler2001,,,
English-30_dig-1-1,English-30_dig-1,d.ɪ.g,541,false,expert,Kessler2001,,,
French-30_dig-1-1,French-30_dig-1,k.r.ø.z.e,540,false,expert,Kessler2001,,,
German-30_dig-1-1,German-30_dig-1,g.r.aː.b,539,false,expert,Kessler2001,,,
Hawaiian-30_dig-1-1,Hawaiian-30_dig-1,ʔ.e.l.i,546,false,expert,Kessler2001,,,
Latin-30_dig-1-1,Latin-30_dig-1,f.o.d.e,545,false,expert,Kessler2001,,,
Navajo-30_dig-1-1,Navajo-30_dig-1,h.a.h.a.g.eː.d,544,false,expert,Kessler2001,,,
Turkish-30_dig-1-1,Turkish-30_dig-1,k.a.z,542,false,expert,Kessler2001,,,
Albanian-31_dirty-1-1,Albanian-31_dirty-1,n.d.y.r,900,false,expert,Kessler2001,,,
English-31_dirty-1-1,English-31_dirty-1,d.ə.r.t.i,898,false,expert,Kessler2001,,,
French-31_dirty-1-1,French-31_dirty-1,s.a.l,897,false,expert,Kessler2001,,,
German-31_dirty-1-1,German-31_dirty-1,ʃ.m.u.ʦ.i.x,896,false,expert,Kessler2001,,,
Hawaiian-31_dirty-1-1,Hawaiian-31_dirty-1,l.e.p.o,903,false,expert,Kessler2001,,,
Latin-31_dirty-1-1,Latin-31_dirty-1,s.o.r.d.i.d.o,902,false,expert,Kessler2001,,,
Navajo-31_dirty-1-1,Navajo-31_dirty-1,b.aː.ʔ.i.h,901,false,expert,Kessler2001,,,
Turkish-31_dirty-1-1,Turkish-31_dirty-1,p.i.s,899,false,expert,Kessler2001,,,
Albanian-32_dog-1-1,Albanian-32_dog-1,c.e.n,1181,false,expert,Kessler2001,,,
English-32_dog-1-1,English-32_dog-1,d.ɑ.g,1182,false,expert,Kessler2001,,,
French-32_dog-1-1,French-32_dog-1,ʃ.j.ɛ.n,1181,false,expert,Kessler2001,,,
German-32_dog-1-1,German-32_dog-1,h.u.n.d,1181,false,expert,Kessler2001,,,
Hawaiian-32_dog-1-1,Hawaiian-32_dog-1,ʔ.iː.l.i.o,1185,false,expert,Kessler2001,,,
Latin-32_dog-1-1,Latin-32_dog-1,k.a.n.i,1181,false,expert,Kessler2001,,,
Navajo-32_dog-1-1,Navajo-32_dog-1,ɬ.eː.ʧ.ãː.ʔ.i,1184,false,expert,Kessler2001,,,
Turkish-32_dog-1-1,Turkish-32_dog-1,k.ø.p.e.k,1183,false,expert,Kessler2001,,,
Albanian-33_drink-1-1,Albanian-33_drink-1,p.i,1079,false,expert,Kessler2001,,,
English-33_drink-1-1,English-33_drink-1,d.r.ɪ.ŋ.k,1078,false,expert,Kessler2001,,,
French-33_drink-1-1,French-33_drink-1,b.w.a,1079,false,expert,Kessler2001,,,
German-33_drink-1-1,German-33_drink-1,t.r.i.ŋ.k,1078,false,expert,Kessler2001,,,
Hawaiian-33_drink-1-1,Hawaiian-33_drink-1,i.n.u,1082,false,expert,Kessler2001,,,
Latin-33_drink-1-1,Latin-33_drink-1,b.i.b.e,1079,false,expert,Kessler2001,,,
Navajo-33_drink-1-1,Navajo-33_drink-1,ʔ.a.dˡ.ã́,1081,false,expert,Kessler2001,,,
Turkish-33_drink-1-1,Turkish-33_drink-1,i.ʧ,1080,false,expert,Kessler2001,,,
Albanian-34_dry-1-1,Albanian-34_dry-1,θ.a.t,575,false,expert,Kessler2001,,,
English-34_dry-1-1,English-34_dry-1,d.r.ai,572,false,expert,Kessler2001,,,
French-34_dry-1-1,French-34_dry-1,s.ɛ.ʃ,573,false,expert,Kessler2001,,,
German-34_dry-1-1,German-34_dry-1,t.r.o.k.ə.n,572,false,expert,Kessler2001,,,
Hawaiian-34_dry-1-1,Hawaiian-34_dry-1,m.a.l.o.ʔ.o,577,false,expert,Kessler2001,,,
Latin-34_dry-1-1,Latin-34_dry-1,s.i.kː.o,573,false,expert,Kessler2001,,,
Navajo-34_dry-1-1,Navajo-34_dry-1,j.i.ɬ.ʦ.e.iː,576,false,expert,Kessler2001,,,
Turkish-34_dry-1-1,Turkish-34_dry-1,k.u.r.u,574,false,expert,Kessler2001,,,
Albanian-35_dull-1-1,Albanian-35_dull-1,m.p.r.e.h.t,823,false,expert,Kessler2001,,,
English-35_dull-1-1,English-35_dull-1,d.ə.l,821,false,expert,Kessler2001,,,
