ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
German-9_because-1,,German,9_because,weil,v.ai.l,v ai l,,Kessler2001,,false,^ v . ai . l $,default
Hawaiian-9_because-1,,Hawaiian,9_because,ā mea,aː.m.e.a,aː m e a,,Kessler2001,,false,^ aː . m . e . a $,default
Latin-9_because-1,,Latin,9_because,quod,kw.o.d,kʷ o d,,Kessler2001,,false,^ kw . o . d $,default
Navajo-9_because-1,,Navajo,9_because,háálá,h.aː.l.ay,h aː l ay,,Kessler2001,,false,^ h . aː . l . ay $,default
Turkish-9_because-1,,Turkish,9_because,çünkü,ʧ.y.n.k.y,tʃ y n k y,,Kessler2001,,false,^ ʧ . y . n . k . y $,default
Albanian-10_belly-1,,Albanian,10_belly,bark,b.a.r.k,b a r k,,Kessler2001,,false,^ b . a . r . k $,default
English-10_belly-1,,English,10_belly,belly,b.ɛ.l.i,b ɛ l i,,Kessler2001,,false,^ b . ɛ . l . i $,default
French-10_belly-1,,French,10_belly,ventre,v.ɑ̃.t.r,v ɑ̃ t r,,Kessler2001,,false,^ v . ɑ̃ . t . r $,default
German-10_belly-1,,German,10_belly,Bauch,b.au.x,b au x,,Kessler2001,,false,^ b . au . x $,default
Hawaiian-10_belly-1,,Hawaiian,10_belly,`ōpū,ʔ.oː.p.uː,ʔ oː p uː,,Kessler2001,,false,^ ʔ . oː . p . uː $,default
Latin-10_belly-1,,Latin,10_belly,venter,w.e.n.t.r,w e n t r,,Kessler2001,,false,^ w . e . n . t . r $,default
Navajo-10_belly-1,,Navajo,10_belly,'abid,b.i.d,b i d,,Kessler2001,,false,^ b . i . d $,default
Turkish-10_belly-1,,Turkish,10_belly,karın,k.a.r.n,k a r n,,Kessler2001,,false,^ k . a . r . n $,default
Albanian-11_big-1,,Albanian,11_big,madh,m.a.ð,m a ð,,Kessler2001,,false,^ m . a . ð $,default
English-11_big-1,,English,11_big,big,b.ɪ.g,b ɪ g,,Kessler2001,,false,^ b . ɪ . g $,default
French-11_big-1,,French,11_big,grand,g.r.ɑ̃.d,g r ɑ̃ d,,Kessler2001,,false,^ g . r . ɑ̃ . d $,default
German-11_big-1,,German,11_big,groß,g.r.oː.s,g r oː s,,Kessler2001,,false,^ g . r . oː . s $,default
Hawaiian-11_big-1,,Hawaiian,11_big,nui,n.u.i,n u i,,Kessler2001,,false,^ n . u . i $,default
Latin-11_big-1,,Latin,11_big,magnus,m.a.g.n.o,m a g n o,,Kessler2001,,false,^ m . a . g . n . o $,default
Navajo-11_big-1,,Navajo,11_big,'áníƚtso,ʔ.ay.n.i.ɬ.ʦ.o,ʔ ay n i ɬ ts o,,Kessler2001,,false,^ ʔ . ay . n . i . ɬ . ʦ . o $,default
Turkish-11_big-1,,Turkish,11_big,büyük,b.y.j.y.k,b y j y k,,Kessler2001,,false,^ b . y . j . y . k $,default
Albanian-12_bird-1,,Albanian,12_bird,zog,z.o.g,z o g,,Kessler2001,,true,^ z . o . g $,default
English-12_bird-1,,English,12_bird,bird,b.ə.r.d,b ə r d,,Kessler2001,,false,^ b . ə . r . d $,default
French-12_bird-1,,French,12_bird,oiseau,w.a.z.o,w a z o,,Kessler2001,,false,^ w . a . z . o $,default
German-12_bird-1,,German,12_bird,Vogel,f.oː.g.ə.l,f oː g ə l,,Kessler2001,,false,^ f . oː . g . ə . l $,default
Hawaiian-12_bird-1,,Hawaiian,12_bird,manu,m.a.n.u,m a n u,,Kessler2001,,false,^ m . a . n . u $,default
Latin-12_bird-1,,Latin,12_bird,avis,a.w.i,a w i,,Kessler2001,,false,^ a . w . i $,default
Navajo-12_bird-1,,Navajo,12_bird,tsídii,ʦ.i.d.iː,ts i d iː,,Kessler2001,,false,^ ʦ . i . d . iː $,default
Turkish-12_bird-1,,Turkish,12_bird,kuş,k.u.ʃ,k u ʃ,,Kessler2001,,false,^ k . u . ʃ $,default
Albanian-13_bite-1,,Albanian,13_bite,kafshon,k.a.f.ʃ.o,k a f ʃ o,,Kessler2001,,false,^ k . a . f . ʃ . o $,default
English-13_bite-1,,English,13_bite,bites,b.ai.t,b ai t,,Kessler2001,,false,^ b . ai . t $,default
French-13_bite-1,,French,13_bite,mord,m.ɔ.r,m ɔ r,,Kessler2001,,false,^ m . ɔ . r $,default
German-13_bite-1,,German,13_bite,beißt,b.ai.s,b ai s,,Kessler2001,,false,^ b . ai . s $,default
Hawaiian-13_bite-1,,Hawaiian,13_bite,nahu,n.a.h.u,n a h u,,Kessler2001,,false,^ n . a . h . u $,default
Latin-13_bite-1,,Latin,13_bite,mordet,m.o.r.d.eː,m o r d eː,,Kessler2001,,false,^ m . o . r . d . eː $,default
Navajo-13_bite-1,,Navajo,13_bite,'aháshháásh,ʔ.a.h.ay.ɬ.h.aː.ʃ,ʔ a h ay ɬ h aː ʃ,,Kessler2001,,false,^ ʔ . a . h . ay . ɬ . h . aː . ʃ $,default
Turkish-13_bite-1,,Turkish,13_bite,ısırıyor,ɯ.s.ɯ.r,ɯ s ɯ r,,Kessler2001,,false,^ ɯ . s . ɯ . r $,default
Albanian-14_black-1,,Albanian,14_black,zi,z.e.z,z e z,,Kessler2001,,false,^ z . e . z $,default
English-14_black-1,,English,14_black,black,b.l.a.k,b l a k,,Kessler2001,,false,^ b . l . a . k $,default
French-14_black-1,,French,14_black,noir,n.w.a.r,n w a r,,Kessler2001,,false,^ n . w . a . r $,default
German-14_black-1,,German,14_black,schwarz,ʃ.v.a.r.ʦ,ʃ v a r ts,,Kessler2001,,false,^ ʃ . v . a . r . ʦ $,default
Hawaiian-14_black-1,,Hawaiian,14_black,`ele`ele,ʔ.e.l.e.ʔ.e.l.e,ʔ e l e ʔ e l e,,Kessler2001,,false,^ ʔ . e . l . e . ʔ . e . l . e $,default
Latin-14_black-1,,Latin,14_black,ater,aː.t.r.o,aː t r o,,Kessler2001,,false,^ aː . t . r . o $,default
Navajo-14_black-1,,Navajo,14_black,ƚizhin,ɬ.i.ʒ.i.n,ɬ i ʒ i n,,Kessler2001,,false,^ ɬ . i . ʒ . i . n $,default
Turkish-14_black-1,,Turkish,14_black,kara,k.a.r.a,k a r a,,Kessler2001,,false,^ k . a . r . a $,default
Albanian-15_blood-1,,Albanian,15_blood,gjak,ɟ.a.k.r,ɟ a k r,,Kessler2001,,false,^ ɟ . a . k . r $,default
English-15_blood-1,,English,15_blood,blood,b.l.ə.d,b l ə d,,Kessler2001,,false,^ b . l . ə . d $,default
French-15_blood-1,,French,15_blood,sang,s.ɑ̃,s ɑ̃,,Kessler2001,,false,^ s . ɑ̃ $,default
German-15_blood-1,,German,15_blood,Blut,b.l.uː.t,b l uː t,,Kessler2001,,false,^ b . l . uː . t $,default
Hawaiian-15_blood-1,,Hawaiian,15_blood,koko,k.o.k.o,k o k o,,Kessler2001,,false,^ k . o . k . o $,default
Latin-15_blood-1,,Latin,15_blood,sanguis,s.a.n.gw.i.n,s a n gʷ i n,,Kessler2001,,false,^ s . a . n . gw . i . n $,default
Navajo-15_blood-1,,Navajo,15_blood,diƚ,d.i.ɬ,d i ɬ,,Kessler2001,,false,^ d . i . ɬ $,default
Turkish-15_blood-1,,Turkish,15_blood,kan,k.a.n,k a n,,Kessler2001,,false,^ k . a . n $,default
Albanian-16_blow-1,,Albanian,16_blow,fryn,f.r.y,f r y,,Kessler2001,,false,^ f . r . y $,default
English-16_blow-1,,English,16_blow,blows,b.l.o,b l o,,Kessler2001,,false,^ b . l . o $,default
French-16_blow-1,,French,16_blow,vente,v.ɑ̃.t.e,v ɑ̃ t e,,Kessler2001,,false,^ v . ɑ̃ . t . e $,default
German-16_blow-1,,German,16_blow,bläst,b.l.aː.z,b l aː z,,Kessler2001,,false,^ b . l . aː . z $,default
Hawaiian-16_blow-1,,Hawaiian,16_blow,puhi,p.u.h.i,p u h i,,Kessler2001,,false,^ p . u . h . i $,default
Latin-16_blow-1,,Latin,16_blow,flat,f.l.aː,f l aː,,Kessler2001,,false,^ f . l . aː $,default
Navajo-16_blow-1,,Navajo,16_blow,ních'i,n.i.ʧˀ.i,n i tʃˀ i,,Kessler2001,,false,^ n . i . ʧˀ . i $,default
Turkish-16_blow-1,,Turkish,16_blow,esiyor,e.s,e s,,Kessler2001,,false,^ e . s $,default
Albanian-17_bone-1,,Albanian,17_bone,kockë,k.o.ʦ.k,k o ts k,,Kessler2001,,false,^ k . o . ʦ . k $,default
English-17_bone-1,,English,17_bone,bone,b.o.n,b o n,,Kessler2001,,false,^ b . o . n $,default
French-17_bone-1,,French,17_bone,os,ɔ.s,ɔ s,,Kessler2001,,false,^ ɔ . s $,default
German-17_bone-1,,German,17_bone,Knochen,k.n.o.x.ə.n,k n o x ə n,,Kessler2001,,false,^ k . n . o . x . ə . n $,default
Hawaiian-17_bone-1,,Hawaiian,17_bone,iwi,i.w.i,i w i,,Kessler2001,,false,^ i . w . i $,default
Latin-17_bone-1,,Latin,17_bone,os,o.s.s,o s s,,Kessler2001,,false,^ o . s . s $,default
Navajo-17_bone-1,,Navajo,17_bone,ts'in,ʦˀ.i.n,tsˀ i n,,Kessler2001,,false,^ ʦˀ . i . n $,default
Turkish-17_bone-1,,Turkish,17_bone,kemik,k.e.m.i.k,k e m i k,,Kessler2001,,false,^ k . e . m . i . k $,default
Albanian-18_breast-1,,Albanian,18_breast,gji,ɟ.i.r,ɟ i r,,Kessler2001,,false,^ ɟ . i . r $,default
English-18_breast-1,,English,18_breast,breast,b.r.ɛ.s.t,b r ɛ s t,,Kessler2001,,false,^ b . r . ɛ . s . t $,default
French-18_breast-1,,French,18_breast,sein,s.ɛ̃,s ɛ̃,,Kessler2001,,false,^ s . ɛ̃ $,default
German-18_breast-1,,German,18_breast,Brust,b.r.u.s.t,b r u s t,,Kessler2001,,false,^ b . r . u . s . t $,default
Hawaiian-18_breast-1,,Hawaiian,18_breast,ū,uː,uː,,Kessler2001,,false,^ uː $,default
Latin-18_breast-1,,Latin,18_breast,mamma,m.a.mː.a,m a mː a,,Kessler2001,,false,^ m . a . mː . a $,default
Navajo-18_breast-1,,Navajo,18_breast,'abe',b.e.ʔ,b e ʔ,,Kessler2001,,false,^ b . e . ʔ $,default
Turkish-18_breast-1,,Turkish,18_breast,meme,m.e.m.e,m e m e,,Kessler2001,,false,^ m . e . m . e $,default
Albanian-19_breathe-1,,Albanian,19_breathe,marr frymë,f.r.y.m,f r y m,,Kessler2001,,false,^ f . r . y . m $,default
English-19_breathe-1,,English,19_breathe,breathes,b.r.i.ð,b r i ð,,Kessler2001,,false,^ b . r . i . ð $,default
French-19_breathe-1,,French,19_breathe,respire,r.ɛ.s.p.i.r.e,r ɛ s p i r e,,Kessler2001,,true,^ r . ɛ . s . p . i . r . e $,default
German-19_breathe-1,,German,19_breathe,atmet,aː.t.m,aː t m,,Kessler2001,,false,^ aː . t . m $,default
Hawaiian-19_breathe-1,,Hawaiian,19_breathe,hanu,h.a.n.u,h a n u,,Kessler2001,,false,^ h . a . n . u $,default
Latin-19_breathe-1,,Latin,19_breathe,spirat,s.p.iː.r.aː,s p iː r aː,,Kessler2001,,false,^ s . p . iː . r . aː $,default
Navajo-19_breathe-1,,Navajo,19_breathe,ńdísdzih,ń.d.i.ʣ.i.h,ń/ɲ d i dz i h,,Kessler2001,,false,^ ń . d . i . ʣ . i . h $,default
Turkish-19_breathe-1,,Turkish,19_breathe,nefes alıyor,n.e.f.e.s,n e f e s,,Kessler2001,,true,^ n . e . f . e . s $,default
Albanian-20_burn-1,,Albanian,20_burn,digjet,d.i.ɟ,d i ɟ,,Kessler2001,,false,^ d . i . ɟ $,default
English-20_burn-1,,English,20_burn,burns,b.ə.r.n,b ə r n,,Kessler2001,,false,^ b . ə . r . n $,default
French-20_burn-1,,French,20_burn,brûle,b.r.y.l.e,b r y l e,,Kessler2001,,true,^ b . r . y . l . e $,default
German-20_burn-1,,German,20_burn,brennt,b.r.e.n,b r e n,,Kessler2001,,false,^ b . r . e . n $,default
Hawaiian-20_burn-1,,Hawaiian,20_burn,`ā,ʔ.aː,ʔ aː,,Kessler2001,,false,^ ʔ . aː $,default
Latin-20_burn-1,,Latin,20_burn,ardet,aː.r.d.eː,aː r d eː,,Kessler2001,,false,^ aː . r . d . eː $,default
Navajo-20_burn-1,,Navajo,20_burn,diltƚi',d.i.l.tˡ.i.ʔ,d i l tˡ i ʔ,,Kessler2001,,false,^ d . i . l . tˡ . i . ʔ $,default
Turkish-20_burn-1,,Turkish,20_burn,yanıyor,j.a.n,j a n,,Kessler2001,,false,^ j . a . n $,default
Albanian-21_child-1,,Albanian,21_child,fëmiljë,f.ə.m.i.ʎ,f ə m i ʎ,,Kessler2001,,true,^ f . ə . m . i . ʎ $,default
English-21_child-1,,English,21_child,child,ʧ.ai.l.d,tʃ ai l d,,Kessler2001,,false,^ ʧ . ai . l . d $,default
French-21_child-1,,French,21_child,enfant,ɑ̃.f.ɑ̃.t,ɑ̃ f ɑ̃ t,,Kessler2001,,false,^ ɑ̃ . f . ɑ̃ . t $,default
German-21_child-1,,German,21_child,Kind,k.i.n.d,k i n d,,Kessler2001,,false,^ k . i . n . d $,default
Hawaiian-21_child-1,,Hawaiian,21_child,keiki,k.e.i.k.i,k e i k i,,Kessler2001,,false,^ k . e . i . k . i $,default
Latin-21_child-1,,Latin,21_child,puer,p.u.e.r,p u e r,,Kessler2001,,false,^ p . u . e . r $,default
Navajo-21_child-1,,Navajo,21_child,'ashkii,ʔ.ʃ.k.iː,ʔ ʃ k iː,,Kessler2001,,false,^ ʔ . ʃ . k . iː $,default
Turkish-21_child-1,,Turkish,21_child,çocuk,ʧ.o.ʤ.u.k,tʃ o dʒ u k,,Kessler2001,,false,^ ʧ . o . ʤ . u . k $,default
Albanian-22_claw-1,,Albanian,22_claw,thua,θ.o.n,θ o n,,Kessler2001,,false,^ θ . o . n $,default
English-22_claw-1,,English,22_claw,claw,k.l.ɔ,k l ɔ,,Kessler2001,,false,^ k . l . ɔ $,default
French-22_claw-1,,French,22_claw,griffe,g.r.i.f,g r i f,,Kessler2001,,true,^ g . r . i . f $,default
German-22_claw-1,,German,22_claw,Klaue,k.l.au.ə,k l au ə,,Kessler2001,,false,^ k . l . au . ə $,default
Hawaiian-22_claw-1,,Hawaiian,22_claw,miki`ao,m.i.k.i.ʔ.a.o,m i k i ʔ a o,,Kessler2001,,false,^ m . i . k . i . ʔ . a . o $,default
Latin-22_claw-1,,Latin,22_claw,unguis,u.n.gw.i,u n gʷ i,,Kessler2001,,false,^ u . n . gw . i $,default
Navajo-22_claw-1,,Navajo,22_claw,'akéshgaan,k.e.ʃ.g.aː,k e ʃ g aː,,Kessler2001,,false,^ k . e . ʃ . g . aː $,default
Turkish-22_claw-1,,Turkish,22_claw,tırnak,t.ɯ.r.n.a.k,t ɯ r n a k,,Kessler2001,,false,^ t . ɯ . r . n . a . k $,default
Albanian-23_cloud-1,,Albanian,23_cloud,re,r.e,r e,,Kessler2001,,false,^ r . e $,default
English-23_cloud-1,,English,23_cloud,cloud,k.l.au.d,k l au d,,Kessler2001,,false,^ k . l . au . d $,default
French-23_cloud-1,,French,23_cloud,nuage,n.ɥ.a.ʒ,n ɥ a ʒ,,Kessler2001,,false,^ n . ɥ . a . ʒ $,default
German-23_cloud-1,,German,23_cloud,Wolke,v.o.l.k.ə,v o l k ə,,Kessler2001,,false,^ v . o . l . k . ə $,default
Hawaiian-23_cloud-1,,Hawaiian,23_cloud,ao,a.o,a o,,Kessler2001,,false,^ a . o $,default
Latin-23_cloud-1,,Latin,23_cloud,nubes,n.uː.b.eː,n uː b eː,,Kessler2001,,false,^ n . uː . b . eː $,default
Navajo-23_cloud-1,,Navajo,23_cloud,k'os,kˀ.o.s,kˀ o s,,Kessler2001,,false,^ kˀ . o . s $,default
Turkish-23_cloud-1,,Turkish,23_cloud,bulut,b.u.l.u.t,b u l u t,,Kessler2001,,false,^ b . u . l . u . t $,default
Albanian-24_cold-1,,Albanian,24_cold,ftohët,f.t.o.h.ə.t,f t o h ə t,,Kessler2001,,false,^ f . t . o . h . ə . t $,default
English-24_cold-1,,English,24_cold,cold,k.o.l.d,k o l d,,Kessler2001,,false,^ k . o . l . d $,default
French-24_cold-1,,French,24_cold,froid,f.r.w.a.d,f r w a d,,Kessler2001,,false,^ f . r . w . a . d $,default
German-24_cold-1,,German,24_cold,kalt,k.a.l.t,k a l t,,Kessler2001,,false,^ k . a . l . t $,default
Hawaiian-24_cold-1,,Hawaiian,24_cold,anu,a.n.u,a n u,,Kessler2001,,false,^ a . n . u $,default
Latin-24_cold-1,,Latin,24_cold,frigidus,f.r.iː.g.i.d.o,f r iː g i d o,,Kessler2001,,false,^ f . r . iː . g . i . d . o $,default
Navajo-24_cold-1,,Navajo,24_cold,sik'az,s.i.kˀ.a.z,s i kˀ a z,,Kessler2001,,false,^ s . i . kˀ . a . z $,default
Turkish-24_cold-1,,Turkish,24_cold,soğuk,s.o.ɣ.u.k,s o ɣ u k,,Kessler2001,,false,^ s . o . ɣ . u . k $,default
Albanian-25_come-1,,Albanian,25_come,vjen,v.j.e.n,v j e n,,Kessler2001,,true,^ v . j . e . n $,default
English-25_come-1,,English,25_come,comes,k.ə.m,k ə m,,Kessler2001,,false,^ k . ə . m $,default
French-25_come-1,,French,25_come,vient,v.j.ɛ̃,v j ɛ̃,,Kessler2001,,false,^ v . j . ɛ̃ $,default
German-25_come-1,,German,25_come,kommt,k.o.m,k o m,,Kessler2001,,false,^ k . o . m $,default
Hawaiian-25_come-1,,Hawaiian,25_come,hele mai,h.e.l.e,h e l e,,Kessler2001,,false,^ h . e . l . e $,default
Latin-25_come-1,,Latin,25_come,venit,w.e.n.iː,w e n iː,,Kessler2001,,false,^ w . e . n . iː $,default
Navajo-25_come-1,,Navajo,25_come,yíghááh,j.i.ɣ.aː.h,j i ɣ aː h,,Kessler2001,,false,^ j . i . ɣ . aː . h $,default
Turkish-25_come-1,,Turkish,25_come,geliyor,g.e.l,g e l,,Kessler2001,,false,^ g . e . l $,default
Albanian-26_count-1,,Albanian,26_count,numëron,n.u.m.ə.r.u.a.r,n u m ə r u a r,,Kessler2001,,true,^ n . u . m . ə . r . u . a . r $,default
English-26_count-1,,English,26_count,counts,k.au.n.t,k au n t,,Kessler2001,,true,^ k . au . n . t $,default
French-26_count-1,,French,26_count,compte,k.ɔ̃.t.e,k ɔ̃ t e,,Kessler2001,,false,^ k . ɔ̃ . t . e $,default
German-26_count-1,,German,26_count,zählt,ʦ.eː.l,ts eː l,,Kessler2001,,false,^ ʦ . eː . l $,default
Hawaiian-26_count-1,,Hawaiian,26_count,helu,h.e.l.u,h e l u,,Kessler2001,,false,^ h . e . l . u $,default
Latin-26_count-1,,Latin,26_count,numerat,n.u.m.e.r.aː,n u m e r aː,,Kessler2001,,false,^ n . u . m . e . r . aː $,default
